custid,retained,Days between creation and first order,Days since last order,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,train,created,firstorder,lastorder,,,, 
8K7FDG,1,1,181,43,16.27906977,2.325581395,79.68,0.041666667,0,0,0,Wednesday,RIC,0,5/11/13,5/12/13,7/23/13,,,,
E9BM3E,1,1,202,20,30,0,54.99,0,1,0,0,Wednesday,DCX,0,7/1/13,7/2/13,7/2/13,,,,
3AHJFS,0,107,628,0,0,0,102.82,0.032608696,1,0,0,Tuesday,CHO,0,7/16/11,10/31/11,5/2/12,,,,
43S57T,1,10,307,44,2.272727273,2.272727273,141.33,0.005444646,1,0,0,Thursday,RIC,0,9/5/11,9/15/11,3/19/13,,,,
KJRS8D,1,0,350,45,17.77777778,4.444444444,60.69,0,0,0,0,Wednesday,DCX,0,2/4/13,2/4/13,2/4/13,,,,
QGUHP5,0,354,280,0,0,0,115.93,0,0,0,0,Tuesday,RIC,0,4/26/12,4/15/13,4/15/13,,,,
SG8YH5,1,105,318,45,0,0,247.54,0.035087719,1,0,0,Saturday,DCX,0,9/27/12,1/10/13,3/8/13,,,,
BLY74D,1,1,134,45,4.444444444,0,85.06,0.036671368,0,0,0,Monday,RIC,0,9/29/11,9/30/11,9/8/13,,,,
68NS83,1,12,222,45,0,0,50.63,0,1,0,0,Thursday,RIC,0,5/31/13,6/12/13,6/12/13,,,,
ALUF33,1,1,189,45,28.88888889,0,163.9,0.006954103,0,0,0,Thursday,CHO,0,7/26/11,7/27/11,7/15/13,,,,
B87VZ2,1,0,172,46,6.52173913,0,76.65,0.072072072,0,0,0,Monday,RIC,0,4/12/13,4/12/13,8/1/13,,,,
7GCFAW,1,-39,214,37,21.62162162,2.702702703,136.74,0.026865672,0,0,0,Sunday,DCX,0,8/28/12,7/20/12,6/20/13,,,,
HK2T6Q,1,0,30,49,40.81632653,2.040816327,68.6,0.015679443,0,0,0,Wednesday,CHO,0,5/26/12,5/26/12,12/21/13,,,,
HWKDYB,1,39,132,34,82.35294118,29.41176471,66.04,0.031454784,0,0,0,Wednesday,CHO,0,7/1/11,8/9/11,9/10/13,,,,
JW7X2C,1,0,210,45,0,0,34.3,0,1,0,0,Tuesday,CHO,0,6/24/13,6/24/13,6/24/13,,,,
BDN5ET,0,5,258,0,0,0,91.86,0.119850187,1,0,0,Wednesday,CHO,0,8/8/12,8/13/12,5/7/13,,,,
LWEGHY,1,0,202,45,24.44444444,0,60.86,0,1,0,0,Wednesday,DCX,0,7/2/13,7/2/13,7/2/13,,,,
LZTK9P,0,22,193,0,0,0,120.09,0,1,0,0,Friday,DCX,0,6/19/13,7/11/13,7/11/13,,,,
ZWW78M,0,25,183,16,12.5,0,13.41,0.074340528,1,0,0,Friday,RIC,0,5/5/12,5/30/12,7/21/13,,,,
3ZSBTX,0,0,194,0,0,0,64.43,0.030534351,1,0,0,Sunday,DCX,0,3/1/13,3/1/13,7/10/13,,,,
GNMULL,1,31,169,45,2.222222222,0,46.8,0.166666667,1,0,0,Friday,RIC,0,6/16/13,7/17/13,8/4/13,,,,
Y6KPSF,1,172,32,51,13.7254902,1.960784314,93.66,0.042345277,1,0,0,Friday,CHO,0,10/25/11,4/14/12,12/19/13,,,,
BDXHRQ,1,4,957,44,11.36363636,0,96.55,0,0,0,0,Thursday,CHO,0,6/4/11,6/8/11,6/8/11,,,,
YPPAHS,0,-39,515,0,0,0,49.75,0.058823529,0,0,0,Sunday,DCX,0,8/28/12,7/20/12,8/23/12,,,,
7N7G4H,1,449,61,46,10.86956522,4.347826087,153.08,0,0,0,0,Thursday,DCX,0,8/28/12,11/20/13,11/20/13,,,,
U8VK7V,1,13,86,48,27.08333333,6.25,91.48,0.048951049,1,0,0,Tuesday,DCX,0,5/23/13,6/5/13,10/26/13,,,,
V5N27L,1,279,386,46,13.04347826,6.52173913,62.84,0.021505376,0,0,0,Wednesday,CHO,0,6/21/11,3/26/12,12/30/12,,,,
WRA62C,1,0,75,50,4,2,57.6,0.008241758,0,0,0,Thursday,CHO,0,11/9/11,11/9/11,11/6/13,,,,
FUGZDZ,1,65,7,54,20.37037037,12.96296296,95.56,0.052980132,1,0,0,Friday,DCX,0,6/11/13,8/15/13,1/13/14,,,,
B47WLH,1,0,378,44,4.545454545,4.545454545,62.37,0.014778325,0,0,0,Tuesday,CHO,0,6/18/12,6/18/12,1/7/13,,,,
EGL8WM,1,28,286,32,28.125,0,82.96,0,0,0,0,Sunday,DCX,0,3/12/13,4/9/13,4/9/13,,,,
KKJ6CN,1,23,205,45,4.444444444,0,73.25,0,1,0,0,Tuesday,DCX,0,6/6/13,6/29/13,6/29/13,,,,
D3N9MY,1,165,333,45,4.444444444,0,107.02,0,0,0,0,Saturday,DCX,0,9/9/12,2/21/13,2/21/13,,,,
WXSW4V,1,-35,9,57,24.56140351,10.52631579,81.96,0.098880597,1,0,1,Wednesday,DCX,0,8/28/12,7/24/12,1/11/14,,,,
MLUWAQ,1,6,369,45,0,0,89.7,0,0,0,0,Thursday,DCX,0,1/10/13,1/16/13,1/16/13,,,,
JV7K25,1,1,238,45,4.444444444,0,102.67,0.029411765,1,0,0,Tuesday,DCX,0,2/13/13,2/14/13,5/27/13,,,,
HA4AGJ,1,0,36,15,53.33333333,20,73.22,0.0225,1,0,0,Monday,BWI,0,11/10/12,11/10/12,12/15/13,,,,
X486W4,1,0,304,36,2.777777778,2.777777778,58.06,0,0,0,0,Sunday,DCX,0,3/22/13,3/22/13,3/22/13,,,,
GCU9D6,0,35,196,0,0,0,102.07,0,0,0,0,Thursday,BWI,0,6/3/13,7/8/13,7/8/13,,,,
9J3GT7,1,198,211,47,14.89361702,4.255319149,36.61,0.013071895,0,0,0,Monday,CHO,0,9/5/11,3/21/12,6/23/13,,,,
F5ED33,1,0,127,47,10.63829787,4.255319149,16.98,0.007575758,0,0,0,Monday,RIC,0,7/16/11,7/16/11,9/15/13,,,,
9FS8JL,0,0,161,0,0,0,59.75,0.056872038,1,0,0,Monday,CHO,0,6/16/12,6/16/12,8/12/13,,,,
X422W5,1,0,371,45,6.666666667,2.222222222,81.77,0.014827018,1,0,0,Monday,RIC,0,5/18/11,5/18/11,1/14/13,,,,
KECP6J,1,1,336,38,63.15789474,10.52631579,95.53,0.017857143,0,0,0,Monday,RIC,0,5/13/12,5/14/12,2/18/13,,,,
GJ75CF,1,0,2,54,50,9.259259259,156.87,0.064356436,1,0,1,Monday,DCX,0,6/30/13,6/30/13,1/18/14,,,,
455QBK,0,0,286,1,100,0,18.55,0,0,0,0,Wednesday,CHO,0,4/9/13,4/9/13,4/9/13,,,,
Y7F33W,1,18,213,44,2.272727273,2.272727273,93.58,0,1,0,0,Tuesday,BWI,0,6/3/13,6/21/13,6/21/13,,,,
KYLPLB,0,1,140,0,0,0,177.47,0.010989011,0,0,0,Tuesday,CHO,0,3/3/13,3/4/13,9/2/13,,,,
8USYRF,1,7,356,44,18.18181818,0,28.65,0.033870968,0,0,0,Friday,RIC,0,5/13/11,5/20/11,1/29/13,,,,
UU399N,1,1,231,45,8.888888889,0,39.51,0,1,0,0,Tuesday,DCX,0,6/2/13,6/3/13,6/3/13,,,,
WMAULV,1,16,104,33,72.72727273,33.33333333,50.94,0.185185185,0,0,0,Wednesday,RIC,0,4/13/13,4/29/13,10/8/13,,,,
L79NLB,1,-39,277,35,40,5.714285714,61.17,0.044117647,0,0,0,Sunday,DCX,0,8/28/12,7/20/12,4/18/13,,,,
EZENXZ,1,0,311,45,0,0,66.39,0,0,0,0,Friday,RIC,0,3/15/13,3/15/13,3/15/13,,,,
AYT727,1,12,371,45,6.666666667,2.222222222,54.96,0,0,0,0,Monday,RIC,0,1/2/13,1/14/13,1/14/13,,,,
VV3NCQ,1,6,258,45,11.11111111,4.444444444,39.2,0.066666667,1,0,0,Wednesday,RIC,0,4/1/13,4/7/13,5/7/13,,,,
8FNBXN,1,863,57,24,75,8.333333333,51.13,0.666666667,1,0,0,Friday,CHO,0,7/12/11,11/21/13,11/24/13,,,,
NSKMZM,1,5,286,45,0,0,53.34,0,0,0,0,Wednesday,CHO,0,4/4/13,4/9/13,4/9/13,,,,
AYWC6R,1,14,85,41,56.09756098,29.26829268,46.6,0.048148148,1,0,0,Wednesday,RIC,0,7/26/11,8/9/11,10/27/13,,,,
6BRTBC,1,5,810,42,23.80952381,0,111.17,0,0,0,0,Wednesday,RIC,0,10/28/11,11/2/11,11/2/11,,,,
H2MFDJ,0,80,186,0,0,0,41.94,0.081081081,1,0,0,Wednesday,CHO,0,3/23/13,6/11/13,7/18/13,,,,
V7URLS,0,1,244,0,0,0,259.06,0.013824885,1,0,0,Wednesday,DCX,0,10/15/12,10/16/12,5/21/13,,,,
7GJCVQ,1,6,280,45,2.222222222,0,101.29,0,0,0,0,Tuesday,RIC,0,4/9/13,4/15/13,4/15/13,,,,
YA4RLE,1,45,1,41,29.26829268,9.756097561,40.71,0.00877193,0,0,0,Saturday,DCX,0,4/21/13,6/5/13,1/19/14,,,,
7S86PK,1,0,99,44,31.81818182,15.90909091,61.68,0.051282051,0,1,0,Tuesday,RIC,0,4/1/13,4/1/13,10/13/13,,,,
PQQXQJ,1,50,81,49,20.40816327,12.24489796,81.99,0.055837563,0,0,0,Thursday,RIC,0,2/26/13,4/17/13,10/31/13,,,,
EKSVYW,1,15,78,51,15.68627451,3.921568627,73.04,0.037593985,1,0,0,Friday,DCX,0,6/8/13,6/23/13,11/3/13,,,,
3DSMUG,1,222,256,45,2.222222222,0,58.45,0,1,0,0,Saturday,DCX,0,9/29/12,5/9/13,5/9/13,,,,
6VPBLY,1,7,313,46,6.52173913,2.173913043,66.22,0.090909091,0,0,0,Wednesday,RIC,0,2/12/13,2/19/13,3/13/13,,,,
GDZYLQ,1,4,231,47,2.127659574,0,35.9,0.085106383,0,0,0,Friday,CHO,0,4/13/13,4/17/13,6/3/13,,,,
HQ2T34,1,0,365,42,7.142857143,0,75.62,0,0,0,0,Monday,RIC,0,1/20/13,1/20/13,1/20/13,,,,
D6AKH2,1,2,276,45,0,0,54.38,0,0,0,0,Thursday,DCX,0,4/17/13,4/19/13,4/19/13,,,,
6YCBXC,1,1,264,44,2.272727273,0,51.47,0,0,0,0,Thursday,RIC,0,4/30/13,5/1/13,5/1/13,,,,
5UVJB8,0,0,1139,0,0,0,55.12,0.020512821,0,0,0,Thursday,CHO,0,5/27/10,5/27/10,12/8/10,,,,
KMZS6E,1,-26,339,34,14.70588235,2.941176471,53.09,0.010152284,1,0,0,Sunday,DCX,0,8/28/12,8/2/12,2/15/13,,,,
8CN5C9,1,20,183,35,80,0,60.1,0.021794872,1,0,0,Friday,RIC,0,5/13/11,6/2/11,7/21/13,,,,
YB82AB,1,1,315,41,0,0,78.41,0.042253521,0,0,0,Thursday,CHO,0,12/29/12,12/30/12,3/11/13,,,,
5QHJSW,0,316,259,0,0,0,82.14,0.285714286,0,0,0,Wednesday,RIC,0,6/17/12,4/29/13,5/6/13,,,,
65AFBF,1,1,224,44,2.272727273,0,89.18,0,1,0,0,Wednesday,CHO,0,6/9/13,6/10/13,6/10/13,,,,
NX7XCG,1,8,1,41,70.73170732,21.95121951,77.18,0.009950249,1,0,0,Saturday,BWI,0,6/24/13,7/2/13,1/19/14,,,,
ELRJY3,1,0,119,47,14.89361702,2.127659574,71.56,0.012244898,0,0,0,Wednesday,RIC,0,5/21/12,5/21/12,9/23/13,,,,
R3TLNL,1,1,1,54,9.259259259,0,97.91,0.104247104,0,0,1,Monday,DCX,0,5/4/13,5/5/13,1/19/14,,,,
EFRPC8,1,0,128,47,0,0,82.85,0.037671233,0,0,0,Monday,RIC,0,11/26/12,11/26/12,9/14/13,,,,
BU2FGV,1,28,374,39,35.8974359,0,40.98,0.051282051,0,0,0,Friday,RIC,0,11/5/12,12/3/12,1/11/13,,,,
D8BVFW,1,7,42,44,63.63636364,6.818181818,85.59,0.080049261,0,0,0,Friday,RIC,0,9/12/11,9/19/11,12/9/13,,,,
TTCZH7,1,-26,204,32,100,25,65.71,0.015060241,1,0,0,Monday,RIC,0,8/28/12,8/2/12,6/30/13,,,,
8D7WLY,1,0,189,45,17.77777778,2.222222222,174.17,0.027989822,0,0,0,Tuesday,CHO,0,6/17/12,6/17/12,7/15/13,,,,
ECQW47,1,177,301,45,2.222222222,0,103.19,0,1,0,0,Saturday,DCX,0,9/29/12,3/25/13,3/25/13,,,,
V8376R,1,0,232,48,0,0,125.13,0.038461538,0,0,0,Monday,CHO,0,12/2/12,12/2/12,6/2/13,,,,
4BHQYF,1,24,273,41,12.19512195,0,37.29,0,1,0,0,Wednesday,CHO,0,3/29/13,4/22/13,4/22/13,,,,
Z33SFA,0,104,140,0,0,0,128.8,0,0,0,0,Wednesday,DCX,0,5/21/13,9/2/13,9/2/13,,,,
VAW5CD,1,12,77,39,92.30769231,15.38461538,35.67,0.068965517,0,0,0,Tuesday,RIC,0,2/4/13,2/16/13,11/4/13,,,,
95N3NM,0,150,118,8,25,12.5,72.3,0,0,0,0,Friday,RIC,0,4/27/13,9/24/13,9/24/13,,,,
G58S4U,1,0,167,48,12.5,8.333333333,50.23,0.056603774,1,0,0,Wednesday,RIC,0,6/8/12,6/8/12,8/6/13,,,,
B6UZKN,0,12,203,0,0,0,52.36,0,1,0,0,Tuesday,CHO,0,6/19/13,7/1/13,7/1/13,,,,
XKDTKL,1,325,118,36,0,0,106.67,0,0,0,0,Tuesday,DCX,0,11/3/12,9/24/13,9/24/13,,,,
G2BBP8,1,75,228,32,90.625,0,89.8,0,0,0,0,Friday,RIC,0,3/23/13,6/6/13,6/6/13,,,,
H336VH,1,3,329,44,6.818181818,0,83.06,0.333333333,0,0,0,Tuesday,RIC,0,2/16/13,2/19/13,2/25/13,,,,
4E7XN8,1,0,7,58,32.75862069,12.06896552,96.2,0.024054983,0,0,0,Monday,RIC,0,6/10/12,6/10/12,1/13/14,,,,
RE7HEB,1,-26,33,31,90.32258065,6.451612903,252.46,0.035785288,1,0,0,Sunday,DCX,0,8/28/12,8/2/12,12/18/13,,,,
98DRH5,1,6,210,44,9.090909091,0,128.2,0,1,0,0,Friday,DCX,0,6/18/13,6/24/13,6/24/13,,,,
F6HP3W,1,0,8,48,45.83333333,2.083333333,83.2,0.05988024,1,0,0,Monday,CHO,0,3/15/12,3/15/12,1/12/14,,,,
LMZGRG,1,0,224,44,13.63636364,0,51.77,0,1,0,0,Tuesday,RIC,0,6/10/13,6/10/13,6/10/13,,,,
SGXLFZ,1,10,235,46,2.173913043,0,36.38,0.095238095,0,0,0,Friday,DCX,0,4/29/13,5/9/13,5/30/13,,,,
MY5PUY,1,0,75,50,50,4,74.41,0.012345679,0,0,0,Friday,CHO,0,4/18/12,4/18/12,11/6/13,,,,
8NAARD,1,-1,289,41,29.26829268,0,102.81,0,0,0,0,Tuesday,RIC,0,4/7/13,4/6/13,4/6/13,,,,
76DQAE,1,1,509,48,2.083333333,2.083333333,75.73,0.088495575,0,0,0,Thursday,CHO,0,5/7/12,5/8/12,8/29/12,,,,
JMMKDG,1,2,14,52,28.84615385,7.692307692,16.68,0.048314607,1,1,0,Tuesday,RIC,0,7/29/11,7/31/11,1/6/14,,,,
GC6663,1,-35,545,46,6.52173913,0,44.95,0,0,0,0,Thursday,CHO,0,8/28/12,7/24/12,7/24/12,,,,
AZQ44K,1,48,33,56,17.85714286,5.357142857,46.53,0.065268065,1,1,0,Thursday,RIC,0,8/28/12,10/15/12,12/18/13,,,,
Q2X6VR,0,69,35,27,22.22222222,11.11111111,250.92,0.10935857,0,0,0,Thursday,CHO,0,3/2/11,5/10/11,12/16/13,,,,
URM2CL,0,1,210,0,0,0,110.84,0,1,0,0,Tuesday,RIC,0,6/23/13,6/24/13,6/24/13,,,,
8WY364,0,56,370,0,0,0,103.74,0,0,0,0,Thursday,RIC,0,11/20/12,1/15/13,1/15/13,,,,
4BA5WP,1,17,75,47,27.65957447,0,55.78,0.035885167,1,0,0,Saturday,BWI,0,8/28/12,9/14/12,11/6/13,,,,
XZ8YH4,1,1,497,36,0,0,132.34,0.166666667,0,0,0,Sunday,DCX,0,8/28/12,8/29/12,9/10/12,,,,
QANQ6C,1,4,21,58,20.68965517,3.448275862,71.57,0.099667774,0,0,1,Monday,DCX,0,2/28/13,3/4/13,12/30/13,,,,
JUYENJ,1,0,231,45,15.55555556,4.444444444,49.07,0,1,0,0,Tuesday,RIC,0,6/3/13,6/3/13,6/3/13,,,,
9QZ3PK,0,-33,183,0,0,0,117.97,0.069444444,1,0,1,Tuesday,DCX,0,8/28/12,7/26/12,7/21/13,,,,
VU9NYG,1,0,159,42,38.0952381,9.523809524,59.41,0.01369863,1,0,0,Monday,RIC,0,8/14/12,8/14/12,8/14/13,,,,
PDVY6B,0,18,418,0,0,0,73.25,0,0,0,0,Thursday,DCX,0,11/10/12,11/28/12,11/28/12,,,,
WUJ256,1,0,270,45,13.33333333,0,64.59,0.071428571,1,0,0,Friday,RIC,0,3/28/13,3/28/13,4/25/13,,,,
GX8A3B,1,1,165,45,2.222222222,2.222222222,52.39,0.052631579,1,0,0,Saturday,BWI,0,6/30/13,7/1/13,8/8/13,,,,
HLLDMC,1,653,40,50,24,22,72.52,0.053061224,0,0,0,Wednesday,CHO,0,6/27/11,4/10/13,12/11/13,,,,
6UBH79,0,16,39,3,33.33333333,33.33333333,94.07,0.029585799,1,0,0,Friday,CHO,0,8/31/10,9/16/10,12/12/13,,,,
R8PX7X,1,2,37,39,43.58974359,23.07692308,138.39,0.111940299,1,0,0,Monday,CHO,0,3/19/13,3/21/13,12/14/13,,,,
USG8WQ,1,73,194,39,33.33333333,0,57.69,0,0,0,0,Saturday,DCX,0,4/28/13,7/10/13,7/10/13,,,,
EKRRU7,0,12,488,34,23.52941176,14.70588235,88.14,0,1,0,0,Friday,CHO,0,9/7/12,9/19/12,9/19/12,,,,
FDW3TH,0,127,1061,0,0,0,66.33,0,1,0,0,Thursday,CHO,0,10/20/10,2/24/11,2/24/11,,,,
BAVDN5,1,3,228,49,4.081632653,0,40.34,0.035211268,0,0,0,Friday,RIC,0,11/13/11,11/16/11,6/6/13,,,,
885Q3K,0,0,85,1,100,0,51.15,0.054794521,1,0,0,Monday,DCX,0,6/3/13,6/3/13,10/27/13,,,,
QU3XFD,1,7,118,37,59.45945946,2.702702703,69.62,0.007968127,0,0,0,Thursday,DCX,0,1/9/13,1/16/13,9/24/13,,,,
6Z2T45,1,0,217,46,4.347826087,0,50.35,0,1,0,0,Tuesday,DCX,0,6/17/13,6/17/13,6/17/13,,,,
FT8CX2,1,165,244,45,0,0,93.04,0,0,0,0,Wednesday,DCX,0,12/7/12,5/21/13,5/21/13,,,,
97K4PY,0,4,298,27,7.407407407,0,273.93,0.177777778,0,0,0,Tuesday,DCX,0,2/7/13,2/11/13,3/28/13,,,,
MK7NPR,0,181,48,6,33.33333333,0,237.84,0.071428571,0,0,0,Thursday,BWI,0,5/8/13,11/5/13,12/3/13,,,,
NCALYU,1,0,5,56,0,0,70.6,0.130434783,0,0,1,Tuesday,RIC,0,3/22/13,3/22/13,1/15/14,,,,
R2KUMG,1,0,212,38,39.47368421,5.263157895,51.34,0,1,0,0,Thursday,CHO,0,6/22/13,6/22/13,6/22/13,,,,
DHNHJW,1,0,336,44,4.545454545,0,82.67,0,0,0,0,Saturday,BWI,0,2/18/13,2/18/13,2/18/13,,,,
TC4E95,1,685,151,35,88.57142857,5.714285714,41.68,0.129251701,0,1,0,Friday,RIC,0,5/13/11,3/28/13,8/22/13,,,,
DQ92U9,1,24,147,45,13.33333333,0,50.26,0.028571429,1,0,0,Tuesday,CHO,0,5/24/13,6/17/13,8/26/13,,,,
2FV9TJ,1,2,208,39,41.02564103,0,100.22,0,1,0,0,Friday,DCX,0,6/24/13,6/26/13,6/26/13,,,,
34LYCC,1,2,213,47,4.255319149,0,101.51,0,1,0,0,Thursday,BWI,0,6/19/13,6/21/13,6/21/13,,,,
ABUQ8M,1,23,174,45,4.444444444,0,66.86,0,1,0,0,Wednesday,RIC,0,7/7/13,7/30/13,7/30/13,,,,
ZXPVF5,0,0,367,0,0,0,56.26,0.037037037,1,0,0,Friday,RIC,0,7/28/11,7/28/11,1/18/13,,,,
RAK7F9,1,3,5,46,6.52173913,2.173913043,90.01,0.004192872,0,0,0,Monday,CHO,0,6/3/11,6/6/11,1/15/14,,,,
TQ4CDP,1,6,288,48,6.25,0,100.2,0.011013216,1,0,0,Monday,CHO,0,10/6/10,10/12/10,4/7/13,,,,
LFDJVY,1,0,1,70,18.57142857,7.142857143,85.5,0.137218045,0,1,0,Monday,CHO,0,8/5/12,8/5/12,1/19/14,,,,
MVBVGA,1,0,7,57,33.33333333,0,129.75,0.036504425,0,0,0,Monday,RIC,0,7/24/11,7/24/11,1/13/14,,,,
NGBS5D,1,13,210,45,0,0,70.4,0.006968641,0,0,0,Thursday,BWI,0,8/28/12,9/10/12,6/24/13,,,,
AVY6JB,1,0,7,43,88.37209302,6.976744186,80.93,0.059440559,1,1,0,Tuesday,RIC,0,4/2/13,4/2/13,1/13/14,,,,
PRE84Q,0,0,348,0,0,0,51.02,0,0,0,0,Thursday,RIC,0,2/6/13,2/6/13,2/6/13,,,,
WEYLXL,0,20,197,6,33.33333333,0,39.93,0.25,1,0,0,Monday,DCX,0,6/9/13,6/29/13,7/7/13,,,,
Y35392,0,2,377,0,0,0,113.08,0.086330935,1,0,0,Tuesday,RIC,0,8/20/12,8/22/12,1/8/13,,,,
N6DCAY,1,143,50,51,17.64705882,1.960784314,76.42,0.010669253,0,0,0,Monday,CHO,0,9/14/10,2/4/11,12/1/13,,,,
Z6BJP8,1,3,333,47,2.127659574,0,84.11,0.023148148,0,0,0,Tuesday,RIC,0,7/17/12,7/20/12,2/21/13,,,,
QSQU3A,1,-39,141,26,92.30769231,19.23076923,75.3,0.024509804,0,0,0,Sunday,DCX,0,8/28/12,7/20/12,9/1/13,,,,
S3QMH9,1,0,153,47,17.0212766,8.510638298,28.22,0.034090909,0,0,0,Tuesday,RIC,0,2/25/13,2/25/13,8/20/13,,,,
JU6N5H,1,158,204,46,6.52173913,0,120.97,0.094594595,1,0,0,Monday,RIC,0,8/19/10,1/24/11,6/30/13,,,,
4X9YV6,0,25,5,8,62.5,0,40.86,0.081521739,1,0,0,Thursday,DCX,0,6/20/13,7/15/13,1/15/14,,,,
D2NTYD,1,23,427,41,31.70731707,7.317073171,62.5,0.010438413,0,0,0,Tuesday,CHO,0,7/6/11,7/29/11,11/19/12,,,,
V6EJH9,0,32,806,0,0,0,91.66,0,0,0,0,Tuesday,CHO,0,10/5/11,11/6/11,11/6/11,,,,
Y3MZ3R,1,2,316,43,6.976744186,2.325581395,73.74,0.071428571,0,0,0,Monday,RIC,0,2/8/13,2/10/13,3/10/13,,,,
W5WHCQ,1,0,61,50,6,2,111.97,0.027027027,1,0,0,Thursday,CHO,0,6/25/13,6/25/13,11/20/13,,,,
Y3EE3T,0,0,286,0,0,0,194.78,0,0,0,0,Tuesday,CHO,0,4/9/13,4/9/13,4/9/13,,,,
3DUSR3,1,287,210,48,0,0,93.83,0.010680908,0,0,0,Wednesday,CHO,0,8/23/10,6/6/11,6/24/13,,,,
KPLSL4,1,187,500,44,31.81818182,0,69.18,0.049295775,1,0,0,Friday,BWI,0,10/14/11,4/18/12,9/7/12,,,,
S8G836,1,46,245,45,0,0,8.2,0,0,0,0,Tuesday,CHO,0,4/4/13,5/20/13,5/20/13,,,,
LTGPKV,1,0,265,48,0,0,73.41,0.009310987,0,0,0,Tuesday,RIC,0,11/10/11,11/10/11,4/30/13,,,,
DLLN9Z,1,0,854,45,13.33333333,2.222222222,38.31,0,0,0,0,Friday,RIC,0,9/19/11,9/19/11,9/19/11,,,,
8YJZBW,1,3,450,40,65,7.5,52.61,0,0,0,0,Monday,RIC,0,10/24/12,10/27/12,10/27/12,,,,
WZPZMF,0,0,60,42,26.19047619,2.380952381,75.62,0.010948905,0,0,0,Saturday,DCX,0,2/20/13,2/20/13,11/21/13,,,,
SAXM4E,1,35,4,56,37.5,10.71428571,66.48,0.081707317,1,0,0,Friday,RIC,0,9/14/11,10/19/11,1/16/14,,,,
RSV44U,1,0,77,50,14,8,81.87,0.056179775,0,0,0,Thursday,RIC,0,11/13/12,11/13/12,11/4/13,,,,
D93NPH,1,1,833,45,15.55555556,2.222222222,135.07,0.054054054,0,0,0,Monday,RIC,0,5/14/11,5/15/11,10/10/11,,,,
9TXS8X,1,233,699,45,6.666666667,2.222222222,158.07,0,0,0,0,Tuesday,CHO,0,7/3/11,2/21/12,2/21/12,,,,
A5ENHM,1,68,306,45,6.666666667,6.666666667,85.44,0,0,0,0,Thursday,CHO,0,1/11/13,3/20/13,3/20/13,,,,
USR85T,0,137,233,0,0,0,56.74,0.002781641,0,0,0,Wednesday,RIC,0,1/27/11,6/13/11,6/1/13,,,,
D9X3WL,1,124,361,45,13.33333333,0,60.02,0,0,0,0,Saturday,DCX,0,9/22/12,1/24/13,1/24/13,,,,
NXLB5H,1,0,75,47,17.0212766,2.127659574,81.39,0.015337423,0,0,0,Thursday,CHO,0,12/15/12,12/15/12,11/6/13,,,,
HCFDB4,0,29,318,0,0,0,54.16,0,0,0,0,Tuesday,DCX,0,2/7/13,3/8/13,3/8/13,,,,
XXET7U,1,0,197,35,68.57142857,0,95.16,0.050847458,0,0,0,Thursday,BWI,0,5/9/13,5/9/13,7/7/13,,,,
DWNKEK,1,40,448,45,2.222222222,0,82.61,0.056603774,0,0,0,Thursday,CHO,0,7/28/12,9/6/12,10/29/12,,,,
6KY4WL,1,12,227,45,6.666666667,0,21.99,0,1,0,0,Wednesday,DCX,0,5/26/13,6/7/13,6/7/13,,,,
ZNGU6S,1,6,832,45,0,0,46.46,0,1,0,0,Wednesday,CHO,0,10/5/11,10/11/11,10/11/11,,,,
5XT4ZK,1,294,712,44,9.090909091,2.272727273,180.66,0.088235294,0,0,0,Friday,RIC,0,3/17/11,1/5/12,2/8/12,,,,
694HMN,1,13,218,45,2.222222222,0,89.86,0,1,0,0,Friday,DCX,0,6/3/13,6/16/13,6/16/13,,,,
AEU3NW,1,-39,334,38,0,0,50.61,0.023255814,0,0,0,Sunday,DCX,0,8/28/12,7/20/12,2/20/13,,,,
K62V6J,1,2,305,46,28.26086957,2.173913043,41.89,0.022108844,0,0,0,Friday,CHO,0,8/9/11,8/11/11,3/21/13,,,,
NV9MUA,0,0,685,9,22.22222222,0,52.89,0,0,0,0,Tuesday,RIC,0,3/6/12,3/6/12,3/6/12,,,,
2AQWRM,1,9,245,46,8.695652174,0,60.55,0.19047619,1,0,0,Tuesday,DCX,0,4/20/13,4/29/13,5/20/13,,,,
SJFFSZ,0,33,83,0,0,0,112.03,0.12173913,1,0,0,Wednesday,DCX,0,6/3/13,7/6/13,10/29/13,,,,
2CBXAE,0,2,482,0,0,0,46.5,0.214285714,1,0,0,Thursday,DCX,0,9/9/12,9/11/12,9/25/12,,,,
YPG2ZC,1,2,168,44,2.272727273,2.272727273,117.59,0.033707865,0,0,0,Tuesday,CHO,0,5/6/13,5/8/13,8/5/13,,,,
R7V37X,0,5,47,0,0,0,46.73,0.017647059,1,0,0,Thursday,RIC,0,6/12/13,6/17/13,12/4/13,,,,
E3X94Y,1,278,218,46,8.695652174,4.347826087,52.63,0,0,0,0,Monday,RIC,0,9/11/12,6/16/13,6/16/13,,,,
B96MJW,1,243,7,59,35.59322034,6.779661017,36.94,0.1,0,1,0,Tuesday,DCX,0,8/28/12,4/28/13,1/13/14,,,,
RR88SV,1,708,57,44,13.63636364,11.36363636,70.2,0.100849257,1,0,0,Thursday,CHO,0,5/19/09,4/27/11,11/24/13,,,,
